Name,Variety,Flavors,Producer Country
Kenya Kutere AB,"K7, Sl28, Sl34, Ruiru11, Batian","Tropical Fruit, Currant, Plum, Blue Berry, Berry, Stone Fruit, Cherry, Acid, Citrus, Blood Orange",Kenya
Lauana (Natural) - Timor Leste - Medium Roast,"Hibrido De Timor, Typica","Berry, Sweet Cream, Straw Berry",Timor Leste
AA BARIKONGO / KENYA,"Sl28, Sl34, Ruiru 11, And Batia","Cherry, Berry, Tea, Currant",Kenya
Kochere,"Kurume, Dega, Welisho","Nectarine, Floral, Bergamot, Honey, Citrus, Sweet, Stone Fruit",Ethiopia
Peru Paltay Espresso,"Caturra, Typica, Catuai","Plum, Milk Chocolate, Red Apple, Cream, Stone Fruit",Peru
"Colombia, Cubillos - Espresso","Pink Bourbon, Sl28","Prune, Dried Fruit, Maple Syrup, Honey, Sweet",Colombia
"Colombia, La Muralla - Espresso","Caturra, Castillo, Pink Bourbon","Nectarine, Sweet Cream, Butter, Red Apple, Caramel, Stone Fruit",Colombia
"Peru, Puente Solaya - Espresso",Caturra And Pache,"Cream, Berry, Milk Chocolate, Cherry, Citrus",Peru
Elm Seasonal Decaf,"Caturra, Variedad Colombia, Tabi, Pacas","Cherry, Berry, Chocolate, Cocoa",Colombia
Flirt,"Catuaí, Ethiopian Heirlooms",Sweet Cream,Ethiopia
Era,Caturra And Catuaí,,Panama
Bonanza - Honduras,Lempira Catuaí,"Nut, Dark Chocolate, Roasted, Almond, Chocolate, Caramel",Honduras
Great Mandailing - Indonesia,"Ateng Super, Gayo 1","Dark Chocolate, Chocolate, Tobacco, Herb, Caramel, Earthy",Indonesia
Cereza - Panama,"Catuai, Pacamara","Cherry, Berry, Citrus",Panama
Mokita - Papua New Guinea,"Arusha, Typica","Floral, Blue Berry, Berry, Cherry, Tea",Papua New Guinea
Malolo - Papua New Guinea,"Typica, Arusha, Blue Mountain","Nut, Roasted, Hazel Nut, Maple Syrup, Brown Sugar, Caramel, Sweet",Papua New Guinea
Jorge Diaz Campos - Finca Colmena,"Caturra, Bourbon And Gesha","Berry, Black Berry, Apple, Sweet",Peru
San Mateo Yoloxochitlán,"Typica, Bourbon And Mundo Novo","Sweet Cream, Toffee, Milk Chocolate, Maple Syrup, Caramel, Apple",Mexico
Chaiprakarn Black Honey,"Catuai, Typica, And Local Chiang Mai","Plum, Chocolate, Cream, Malt, Caramel, Stone Fruit",Thailand
"Honduras Alex Aguilar, Honey Field Blend","Bourbon, Pacas, Ihcafe 90","Nut, Dried Fruit, Toffee, Almond, Caramel, Apple, Sweet",Honduras
"Honduras Peña Blanca ""The Middle""","Pacamara, Pacas, Ih90","Tropical Fruit, Prune, Sweet Cream, Dried Fruit, Cherry, Chocolate, Berry, Apricot, Mango, Brown Sugar, Honey, Caramel, Stone Fruit",Honduras
Jaya Tani Farm - Indonesia (Anaeorbic Natural),"Sigarar Utang, S795 And Andungsari","Sweet Cream, Fudge, Chocolate, White Grape",Indonesia
Colombia Antioquia Decaf,"Typica, Caturra, Castillo, Colombia","Nut, Roasted, Dried Fruit, Sweet Cream, Almond, Chocolate, Apple",Colombia
"Kamwangi AB, Kenya","Sl28, Sl34, Ruiru, Baitan","Floral, Straw Berry, Berry, Grape Fruit, Citrus",Kenya
Luis Aguirre,Caturra-Like Hybrid,"Cherry, Berry, Tropical Fruit",Colombia
Brazil Vinhal Lot 004 Natural Anaerobic Filter - Single Origin,"Topazio, Red Catuai, Icatu","Nut, Tropical Fruit, Roasted, Dried Fruit, Almond, Berry, Coconut, Rasp Berry",Brazil
Honduras Aracely Martinez Washed Espresso - Single Origin,"Lempira, Catimor","Nut, Sugar, Hazel Nut, Lemon, Herb, Acid, Citrus, Sweet",Honduras
Ethiopia Faysel Abdosh Karamo Natural Filter - Single Origin,"Jarc 74110, 74158","Blue Berry, Citrus, Floral, Berry",Ethiopia
Ethiopia Chelbesa Washed Espresso - Single Origin,"Dega, Wolisho, Ethiopian Landraces","Floral, Jasmine, Sweet, Vegetal, Lemon, Apricot, Herb, Citrus, Tea, Stone Fruit",Ethiopia
Kenya Kirimiri Peaberry Washed Espresso - Single Origin,"Sl34, Sl28, Ruiru 11","Currant, Vegetal, Lemon, Tomato, Berry, Herb, Cherry, Citrus",Kenya
Seasonal Espresso Blend,"Local Landraces Wolisho, Dega, Castillo, Caturra, Colombia, Tabi","Lemon, Grape Fruit, Citrus, Sweet, Stone Fruit",Colombia
Tanzania Kilimanjaro Peaberry,"Bourbon, Kents","Lemon, Chocolate, Cocoa, Caramel, Citrus, Sweet",Tanzania
Costa Rica Las Lajas Red Honey,"Caturra, Catuai & Villa Sarchi","Tropical Fruit, Green Apple, Peach, Straw Berry, Berry, Spice, Orange, Citrus, Sweet, Stone Fruit",Costa Rica
"Indonesia Sumatra, Organic & Fair Trade","Catimor, Timtim","Nut, Cream, Berry, Cinnamon, Cherry, Spice",Indonesia
"Peru Las Damas, Organic & Fair Trade","Catimor, Caturra, Mundo Novo, Typica","Tangerine, Tropical Fruit, Dark Chocolate, Chocolate, Caramel, Citrus",Peru
Hawaii Kona Extra Fancy,Kona Typica,"Green Apple, Floral, Brown Sugar, Honey, Caramel, Sweet",Hawaii
Brazil Cup of Excellence #3 Natural [Score 90.06],Catucaí 2Sl,"Tropical Fruit, Dark Chocolate, Floral, Chocolate, Grape, Acid, Tea",Brazil
"Haji Iyan, Java 250g",Old Typica & Ateng Types,"Tropical Fruit, Sugar, Dried Fruit, Sweet, Raisin, Caramel, Orange, Citrus, Tea",Indonesia
ETHIOPIA GESHA VILLAGE SHEWA JIBABU AUCTION LOT INV. #4,Gori Geisha,"Rose, Tropical Fruit, Elder Flower, Floral, Melon, Herb, Mango, Earthy, Stone Fruit",Ethiopia
Gamatui Natural - 48hr Anaerobic,Sl Varieties,"Sweet Cream, Fermented, Rum, Grape, Spice, Jelly, Caramel",Uganda
Familia Vergara - Thermal Shock Natural,"Chiroso, Red Bourbon, Sidra","Peach, Straw Berry, Berry, Herb, Candy, Sweet, Stone Fruit",Colombia
Tutti Frutti Blend - Colombia,"Various, Pink Bourbon, Bourbon Aji","Tropical Fruit, Water Melon, Floral, Jasmine, Tea",Colombia
YEMEN Almaa Anaerobic 120h Natural NAX,Jaadi,"Cotton Candy, Nut, Sweet, Almond",Yemen
Colombia | Daniel Ortega Espresso,Pink Bourbon & Tabi,"Nut, Citrus, Tea, Sweet",Colombia
India Pearl Mountain Estate 93pt,Cauvery,"Tropical Fruit, Cream, Custard, Mango, Stone Fruit",India
Guatemala Finca la Senda Hydro Natural - Ultra Light Profile,"Caturra, Bourbon, And Pacamara","Tropical Fruit, Floral, Vegetal, Lemon, Herb, Yuzu, Citrus",Guatemala
Papua New Guinea Jiwaka Arufa Natural,"Blue Mountain, Arusha, Mundo Novo, And Bourbon","Cream, Berry, Caramel, Graham",Papua New Guinea
BOLIVIA | Finca Roque | Red Catuai & Typica | Anaerobic Natural,Red Catuai & Typica,"Dried Fruit, Sweet, Berry, Rasp Berry, Tea",Bolivia
Brazil Edineia Pires Sartori Fioresi 7oz,Catucaí,"Plum, Berry, Cherry, Apple, Sweet, Spice, Stone Fruit",Brazil
Honduras La Pila,Lempira And Ihcafe 90,"Chocolate, Berry, Cherry, Apple, Sweet, Spice",Honduras
Kenya: Kiamugumo AB,"Ruiru 11, Sl 28 And Batian","Tropical Fruit, Currant, Berry, Stone Fruit, Apricot, Citrus, Blood Orange",Kenya
Juan Peña Anaerobic Reserve,Typica & B7,"Cider, Fermented, Rum, Cherry, Berry, Spice, Apple, Sweet",Ecuador
EL JARDÍN,"Catuaí, Pacas","Cherry, Chocolate, Berry",Honduras
Brazil Vinhal MK-12 Tropical Peaberry,Catucaí Peaberry,"Nut, Nougat, Sweet Cream, Pear, Red Grape, Citrus",Brazil
Ethiopia Keramo - natural,74112 & Ethiopian Heirlooms,"Blue Berry, Apple, Berry, Floral",Ethiopia
Java Papatong,"Typica, Sigarar Utang","Nut, Tropical Fruit, Berry, Papaya, Nutmeg, Tea",Indonesia
Familia Morales Rivera,"Sidra, Mejorado","Tropical Fruit, Citrus, Sweet, Floral",Ecuador
Honduras - Finca Mira Flores Lot 22,"Parainema, Obata","Tropical Fruit, Berry, Cherry, Caramel, Mango, Stone Fruit",Honduras
Honduras - Finca Cascaritas Lot 19,"Parainema, Catuai","Nut, Almond, Plum, Brown Sugar, Caramel, Apple, Sweet, Stone Fruit",Honduras
Paredes Collective,"Bourbon, Caturra, Pache","Berry, Caramel, Tea, Red Apple",Guatemala
"Colombia - Finca El Porvenir ""Caturra"" 250g",Caturra Mejorado,"Chocolate, Berry, Caramel, Dark Chocolate",Colombia
"Mexico Amatenango, Washed MWP Decaf","Typica, Bourbon, Garnica, Catuai","Spice, Chocolate, Nut, Almond",Mexico
"Sítio Pico do Boné, Catigua MG 2 - Natural Fermentation - Brazil",Catigua Mg 2,"Nut, Caramel, Citrus, Sweet",Brazil
Ruiru AA Washed,"Ruiru11, Sl28, Sl34","Peach, Currant, Floral, Berry, Honey, Sweet, Stone Fruit",Kenya
Ethiopia - Rumudamo,"Jarc 74112, 74110 And 74158","Rose, Straw Berry, Floral, Berry",Ethiopia
Ethiopia Guji Uraga Siko Natural,Dega & Kurume,"Nut, Straw Berry, Plum, Berry, Tea, Sweet, Stone Fruit",Ethiopia
250g Ethiopia Werka,"Ethiopian Landraces, Jarc Varieties","Nut, Green Apple, Nougat, Sweet Cream, Tea",Ethiopia
Clinton Ossa Arusi Heirloom Ethiopia,Arusi Ethiopian Heirlooms,"Tropical Fruit, Pear, Caramel, Mango, Stone Fruit",Colombia
Aracely Perez,Pache & Caturra,"Green Apple, Chocolate, Peach, Stone Fruit",Guatemala
"Las Perlitas Lot 4 - Colombia, washed","Pink Bourbon, Yellow Bourbon, Geisha, Caturra","Tropical Fruit, Peach, Grape, Orange, Citrus, Stone Fruit",Colombia
"Ecuador Sidra Galo Morales, Enthusiast Series","Sidra, Typica Mejorado","Tropical Fruit, Cream, Floral, Citrus, Berry, Cherry, Acid, Orange, Rasp Berry",Ecuador
Guatemala Tres Gigantes,"Red Caturra, Red Bourbon, Yellow Bourbon","Nut, Dried Fruit, Pecan, Brown Sugar, Caramel, Citrus, Sweet",Guatemala
"Las Delicias, Natural Java, Nicaragua",Java Longberry,"Tropical Fruit, Dried Fruit, Fermented, Fudge, Rum, Chocolate, Papaya, Cocoa, Spice, Raisin",Nicaragua
Colombia Lisandro Quilcue [Light roast],Variedad Colombia,"Nut, Tropical Fruit, Orange, Floral, Sweet, Apricot, Herb, Mint, Caramel, Citrus, Tea, Stone Fruit",Colombia
Ethiopia | Asrat Bube | Heirloom | Natural | Espresso | 250g,"Kurume, Ethiopian Heirlooms","Plum, Berry, Milk Chocolate, Cream, Stone Fruit",Ethiopia
Vista al Valle San Isidro 48 Yellow Honey,San Isidro 48,"Tropical Fruit, Plum, Jam, Apple, Sweet, Stone Fruit",Costa Rica
"Peru, Cruzpata, Washed",Geisha Rojo,"Dark Chocolate, Dried Fruit, Fermented, Date, Toffee, Blue Berry, Berry, Chocolate, Vanilla, Acid, Caramel, Sweet",Peru
Hacienda La Papaya [B7],B7,"Cherry, Honey, Tropical Fruit, Sweet",Ecuador
Scene Better Daze: Ethiopia - Bette Buna Megadu,"74112, 74110 & Enat Buna Megadu","Blue Berry, Lavender, Floral, Berry",Ethiopia
GathaithiKENYA,"Batian, Ruiru 11, Sl34, Sl28","Tropical Fruit, Currant, Berry, Apricot, Citrus, Stone Fruit",Kenya
ESPRESSO COSTA RICA ENTRE RIOS,Marseillaise And Obatá,"Chocolate, Caramel, Date, Dried Fruit",Costa Rica
Yembek Natural - Uganda,"Sl34, Sl14, Bourbon","Wine, Fermented, Red Grape, Honey, Sweet",Uganda
Sour Coffee 200g,Tekisic / Villa Sarchi / Marshell,"Pomegranate, Tropical Fruit, Lime, Passion Fruit, Berry, Blue Berry, Citrus",Peru
Sítio Capão,"Catucai, Catuaí","Tangerine, Nut, Tropical Fruit, Fermented, Almond, Toast, Milk Chocolate, Cream, Citrus",Brazil
São Benedito,Red & Yellow Catuaí,"Sweet Cream, Red Apple, Brown Sugar, Caramel",Brazil
"HondurasFinca Baide, Jeovany Baide",Pacas & Bourbon,"Tropical Fruit, Dark Chocolate, Pear, Chocolate, Citrus, Mango, Stone Fruit",Honduras
Honduras Las Nieblas,"Pacas, Catimor, Bourbon, Cataui, Parainema","Nectarine, Fermented, Berry, Citrus, Stone Fruit",Honduras
Insani AA,"Blue Mountain, Kilimanjaro, Bourbon, Luwiro","Fermented, Jam, Acid, Citrus, Burnt Sugar, Sweet",Tanzania
Kalsada Sitio Bellis,Garnica,"Tropical Fruit, Tamarind, Chocolate, Cream, Malt, Orange, Citrus, Spice",Philippines
Baroida Estate Natural,"Arusha , Bourbon, Mundo Novo, Typica","Pomegranate, Acid, Berry",Papua New Guinea
Colombia Pink Bourbon Lychee,Ethiopian Heirlooms / Pink Bourbon,"Tropical Fruit, Lime, Lychee, Orange, Citrus, Sweet",Colombia
"Veredas Vecinas, Colombia 250g","Typica, Caturra, Modern Hybrids","Tropical Fruit, Dried Fruit, Date, Sweet, Chocolate, Brown Sugar, Orange, Citrus, Caramel",Colombia
Finca Santa Elena,"Bourbon, Pacamara","Nut, Dried Fruit, Cashew, Berry, Chocolate, Cocoa, Cherry",El Salvador
Concepción Huista,"Caturra, Bourbon, Catuai, Pache","Sweet Cream, Berry, Cherry, Apple",Guatemala
Idido,"Kurume, Wolisho, Dega, 74110, 74112, 74165, Jarc Yirgacheffe Specialty Varieties","Tropical Fruit, Citrus, Melon, Floral",Ethiopia
Heart's Delight,"Obata, Red Bourbon, Caturra, Castillo","Nut, Cream, Nectarine, Almond, Plum, Berry, Milk Chocolate, Cherry, Caramel, Stone Fruit",El Salvador
Peru Rio Blanco,"Caturra, Mundo Novo, Pache, Catuai, Pache, Costa Rica, Typica, Catimor","Green Apple, Peach, Maple Syrup, Sweet, Stone Fruit",Peru
Ethiopia Wanja Kersa,"74112, Ethiopian Landraces","Tropical Fruit, Nectarine, Melon, Caramel, Stone Fruit",Ethiopia
Luis V. Hernandez - Colombia,Cattura & Colombia,"Lime, Straw Berry, Berry, Yogurt, Cream, Citrus",Colombia
"Colombia Risararda Pereira ""Apricot Punch"" | 100g",Castillo Caturra,"Tropical Fruit, Peach, Straw Berry, Berry, Mango, Papaya, Sweet, Stone Fruit",Colombia
Ethiopia - Guji Shakiso Mormora,Wolisho,"Tropical Fruit, Floral, Jasmine, Blue Berry, Berry, Orange, Citrus, Tea",Ethiopia
Brazil - Daterra Full Bloom | Natural,Catigua And Red Bourbon,"Nut, Peach, Hazel Nut, Straw Berry, Lemon, Berry, Caramel, Citrus, Sweet, Stone Fruit",Brazil
Kolumbie – Benjamin washed,"Caturra, Tabi, Typica","Berry, Citrus, Lime",Colombia
COLOMBIA Carmelo Bourbon Amarillo Natural NX,"Bourbon, Amarillo","Concord Grape, Berry, Apricot, Rasp Berry, Stone Fruit",Colombia
Edwin Rodriguez,"Pink Bourbon, Red Tabi","Lime, Toffee, Berry, Cherry, Caramel, Citrus",Colombia
Summer Solstice Blend,"Caturra, Catuai, Regional Bourbon Varieties","Currant, Plum, Berry, Cherry, Stone Fruit",Costa Rica
Peru El Romerillo,"Caturra, Catimor, Pache, Geisha","Black Berry, Cherry, Berry, Grape Fruit, Citrus",Peru
Moka Java Blend,"Moka, Java","Dark Chocolate, Clove, Straw Berry, Berry, Chocolate, Spice",Yemen
Colombia Bilbao Los Vascos,"Caturra, Castillo, Colombia, Bourbon","Green Apple, Grape Fruit, Caramel, Citrus, Sweet, Spice",Colombia
Yemen Glah Shibriqi,Shibriqi,"Sweet Cream, Plum, Berry, Milk Chocolate, Herb, Jam, Cherry, Stone Fruit",Yemen
Seasonal Blend Natsu Ake 2024 [Medium roast],"Arara, Kent","Nut, Black Berry, Tropical Fruit, Wine, Roasted, Fermented, Chocolate, Berry, Orange, Citrus, Sweet",Tanzania
Colombia Cauca Granja Paraíso 92 | 100g,Strip Bourbon,"Tropical Fruit, Oat, Guava, Floral, Fermented, Herb, Spice, Orange, Citrus, Tea",Colombia
La Lucuma Marshell Natural,Marcel Marshell,"Cognac, Black Berry, Tropical Fruit, Prune, Dried Fruit, Fermented, Fudge, Passion Fruit, Chocolate, Rum, Berry, Spice, Sweet",Peru
EL OBRAJE COLIBRI,Gesha & Maracaturra,"Cherry, Berry, Citrus, Bergamot",Colombia
Muthingi,"Sl28,Sl34, Ruiru 11, Batian","Tropical Fruit, Floral, Lychee, Chamomile, Citrus",Kenya
Caballero Batian Espresso,Baitan,"Chocolate, Acid, Floral",Honduras
ESPRESSO COSTA RICA MARIANA NATURAL,F1,"Tropical Fruit, Dried Fruit, Banana, Citrus, Mango, Stone Fruit",Costa Rica
Silvio Roberto,Red Catuai 144,"Rose, Tropical Fruit, Floral, Passion Fruit, Milk Chocolate, Cream",Brazil
KENYA AA KAGUYU #019 ESPRESSO,Ruiru 11 And Sl28,"Floral, Sweet Cream, Plum, Jam, Stone Fruit",Kenya
COLOMBIA AMIGOS DEL HUILA DECAF,"Colombia, Caturra, Castillo, Tabi","Nut, Nougat, Sweet Cream, Dried Fruit, Toffee, Chocolate, Apricot, Vanilla, Caramel, Stone Fruit",Colombia
Huabal Organic,Typica & Yellow Caturra,"Nut, Tropical Fruit, Orange, Citrus, Berry, Caramel, Rasp Berry, Sweet",Peru
Kainamui PB,"Ruiru 11, Sl28, Baitan","Sweet Cream, Pear, Lemon, Berry, Candy, Citrus",Kenya
Popayan - Decaf,"Castillo, Caturra, Catimor, Typica","Tropical Fruit, Orange, Caramel, Citrus, Apple",Colombia
Julio Palli - Washed Castillo & Catuai - Copacabana Bolivia,Castillo & Catuai,"Nut, Milk, Tropical Fruit, Sweet Cream, Orange, Citrus, Mango, Stone Fruit",Bolivia
"Blasina Martinez Anaerobic, Honduras Espresso","Lempira, Ih90","Berry, Black Berry, Straw Berry, Herb",Honduras
Sharbo Maro,"Kurume, 74110, 74112, Walichu","Lime, Sweet, Honey, Citrus, Tea",Ethiopia
Rio de Abejas,Pluma Hildago,"Sweet Cream, Dried Fruit, Vanilla, Raisin",Mexico
Summer Solstice Blend,"Typica, 74158","Toast, Apricot, Sweet, Stone Fruit",Indonesia & Ethiopia
ETHIOPIA Shoondhisa - Anaerobic,Serto 74112,"Caramel, Red Apple",Ethiopia
Tenejapa,"Bourbon, Caturra, Garnica","Sweet, Stone Fruit",Mexico
Wilmer Galindez - Colombia Tabi & Pink Bourbon,Tabi & Pink Bourbon,"Tangerine, Tropical Fruit, Floral, Citrus, Berry, Rasp Berry",Colombia
HONDURAS | Nahun Fernandez | Pacas & Catuai | Natural,"Pacas, Catuai","Plum, Chocolate, Berry, Cherry, Stone Fruit",Honduras
Ethiopia Adorsi,"Kurume, 74110, 74112","Tangerine, Tropical Fruit, Peach, Sugar, Floral, Herb, Citrus, Sweet, Stone Fruit",Ethiopia
Colombia Los Patios Solsticio,Castillo Field Blend,"Berry, Tropical Fruit, Rasp Berry, Apple",Colombia
Benjamin Paz - Salad,Gesha & Sl28,"Currant, Floral, Berry, Spice, Citrus, Sweet",Honduras
Vista al Valle San Isidro 48 Natural,San Lsidro 48,"Berry, Apple, Tea, Floral",Costa Rica
"SAN PEDRO YOSOTATU, MEXICO","Typical, Bourbon","Nut, Tropical Fruit, Macadamia, Citrus, Apple",Mexico
Ethiopia Yirgacheffe Lalesa Washed,Wolisho & Kurume,"Tropical Fruit, Peach, Floral, Jasmine, Orange, Citrus, Tea, Stone Fruit",Ethiopia
MANOS JUNTAS,"Castillo, Colombia, F6","Chocolate, Straw Berry, Floral, Berry",Colombia
VISTA AL LAGO,"Pache, Caturra, Bourbon","Nut, Pear, Praline, Chocolate, Caramel",Guatemala
Sidra New Cultivar Wave Washed Finca Soledad,Sidra New Cultivar,"Berry, Fermented, Pear, Stone Fruit",Ecuador
Villamaría Decaf,"Variedad Colombia, Castillo Naranjal","Sweet Cream, Milk Chocolate, Brown Sugar, Caramel",Colombia
Finca Deborah – Terroir,Geisha Green Tip,"Floral, Jasmine, Bergamot, Citrus, Tea",Panama
"Colombia Alirio Muñoz Ortega, Washed Aji",Aji,"Acid, Elder Flower, Floral, Sweet Cream, Cherry, Berry, Jam, Bran",Colombia
"Finca Rosita, Bolivia 250g",Typica & Catuaí,"Nut, Tropical Fruit, Sugar, Macadamia, Nougat, Dried Fruit, Sweet Cream, Milk Chocolate, Papaya, Caramel",Bolivia
FILTER TANZANIA ACACIA HILLS KENT,Kent Aa,"Plum, Apple, Sweet, Stone Fruit",Tanzania
Mothership Blend,Red Bourbon / Ethiopian Heirloom,"Floral, Sweet Cream, Milk Chocolate",Rwanda
Peru – Guevara – Washed,"Catimor, Pache","Lime, Sugar, Bergamot, Caramel, Citrus, Apple, Sweet",Peru
250g Mexico finca La Sombra,Typica Comun,"Nut, Dried Fruit, Almond, Caramel, Raisin",Mexico
Geovanny Herrera,"Typica, Catimor","Nut, Marzipan, Sweet, Spice, Apple, Graham",Peru
Tinoco Typica Espresso,Ancient Typica,"Green Apple, Sweet, Brown Sugar, Caramel, Tea",Colombia
Perú - Yolanda Cabrera,Typica Rojo,"Spice, Caramel, Toffee, Herb",Peru
Guatemala - Familia Primavera,"Caturra, Catuaí, Bourbon","Nut, Hazel Nut, Pear, Fudge, Toast, Chocolate, Sweet",Guatemala
El Salvador | Divina Providencia | Anacafe-14 | Natural | Filter | 250g,Anacafe-14,"Black Berry, Dark Chocolate, Straw Berry, Chocolate, Berry",El Salvador
Jorge Diaz CamposPeru,"Geisha, Caturra, Bourbon","Tropical Fruit, Sweet Cream, Berry, Papaya, Vanilla, Cherry, Cheese",Peru
006 - Jhon Didier Trujillo,Chiroro,"Tropical Fruit, Floral, Tamarind, Apricot, Brown Sugar, Grape Fruit, Caramel, Citrus, Sweet, Stone Fruit",Colombia
Sumatra Tano Batak,"Arabe, Jember, Typica","Tropical Fruit, Straw Berry, Chocolate, Berry, Tobacco, Herb, Apple, Earthy",Indonesia
Ethiopia - Kawo Kamina Lot 19 - Honey - 2 color variant,"Gemadro, Ethiopia Heirloom","Floral, Jasmine, Blue Berry, Berry, Caramel, Tea",Ethiopia
Los Madrigales Villa Sarchi Natural,Villa Sarchí,"Lemon, Berry, Cherry, Citrus, Tea",Costa Rica
Kalledevarapura SLN795 Washed,Sln795,"Tropical Fruit, Brown Sugar, Caramel, Citrus, Sweet",India
Luis Huayhua,Caturra And Catuai,"Cherry, Berry, Tropical Fruit",Guatemala
Mountain Harvest,"Sl28, Sl14, Nyasaland Bugisu","Spice, Caramel, Citrus, Ginger",Uganda
Sítio Canaã,"Arara, Acauã, Topázio, Paraiso","Cream, Caramel, Pear, Toffee",Brazil
Sumatra Borakah Anaerobic Natural,"Sari, Sigarar Utang","Spice, Fermented, Sweet",Indonesia
Elkin Guzman - Yellow Fruit Nectar,"Bourbon, Catiope","Tropical Fruit, Nectarine, Straw Berry, Passion Fruit, Berry, Acid, Sweet, Stone Fruit",Colombia
Mahal Aqeequl,"Tuffahi, Dawairi, Jaaadi","Dried Fruit, Citrus, Raisin",Yemen
Brazil - Gilcimar Spavier [23/24],Catucaí 785,"Honey, Sweet, Currant, Berry",Brazil
Daniele Ricci Finca Milan WBC 2023 Filter,Geisha/Caturra,"Tropical Fruit, Water Melon",Colombia
F06,"74110,74112 & Ethiopian Heirloom","Rose, Floral, Jasmine, Straw Berry, Berry, Herb, Tea, Earthy",Ethiopia
SAGRADA FAMILIA II,Catuai 81,"Nut, Nougat, Sweet Cream, Chocolate, Red Apple",Brazil
Kerinci,Andung Sari & Sigarar Utang,"Dark Chocolate, Fermented, Berry, Chocolate, Cherry",Indonesia
Santa Clara - Brazil (Seasonal Marks),Yellow Catucaí,"Nut, Almond, Apricot, Vanilla, Sweet, Stone Fruit",Brazil
Ethiopia - Laayyoo Guji Uraga,74110/74112,"Tropical Fruit, Blue Berry, Berry, Papaya, Caramel, Sweet",Ethiopia
Colombia - Palmera - Mixed Varietals - Washed,"Mixed, Caturra, Colombia, Castillo",Citrus,Colombia
Chepsangor AB - Kenya,"Ruiru 11, Batian, And Sl28","Floral, Honey, Caramel, Sweet, Stone Fruit",Kenya
Colombia - El Jaragual Espresso,"66% Variedad Colombia, 34% Castillo","Tropical Fruit, Melon, Sweet, Vanilla",Colombia
El Carmen Camioneta Decaf,"Rosado, Field Blend","Tropical Fruit, Floral, Fermented, Spice, Sweet",Colombia
First Flowers Blend,"Caturra, Castillo, Native Ethiopian Landrace Varieties, Pacas","Milk Chocolate, Floral, Cream",Colombia & Ethiopia & Honduras
Corazon De Jesus,F1 Milenio,"Tropical Fruit, Dark Chocolate, Fermented, Chocolate, Apple",Costa Rica
Union San Pedro,Mundo Novo & Pluma Hidalgo,"Nut, Sweet Cream, Plum, Milk Chocolate, Caramel, Stone Fruit",Mexico
Fazenda Mio PB,Red/Yellow Catucai & Mundo Novo,"Nut, Prune, Dried Fruit, Pecan, Milk Chocolate, Cream",Brazil
William Shakespeare,"Bourbon, Pache","Nut, Black Berry, Macadamia, Berry, Caramel",Peru
/001² Brazil — Farm 209,Catuai + Obata,"Nut, Chocolate, Fermented",Brazil
/042 Colombia — Julián Calderón,Rosado Pink Bourbon,"Rose, Rasp Berry, Floral, Berry",Colombia
LAURINA Indonesia — Supriyanto,Laurina — Bourbon Pointu,"Nut, Tropical Fruit, Guava, Macadamia, Cocoa Nib",Indonesia
/013² Colombia — Colombia Rosado,Colombia Rosado,"Nut, Floral, Nougat, Sweet Cream",Colombia
/037 Ethiopia — Enat buna,Enat Buna,"Fig, Peach, Chocolate, Cocoa, Spice, Stone Fruit",Ethiopia
