Name,Variety,Flavors,Producer Country
Colombia Pioneros - Decaf,"Bourbon, Castillo, Caturra, Colombia","Plum, Berry, Chocolate, Cocoa Nib, Cherry, Stone Fruit",Colombia
Santa Rosa - Guatemala,Maragogype,"Sweet Cream, Vanilla, Grape Fruit, Acid, Citrus, Tea",Panama
Banko Gotiti,"Welisho, Dega","Sweet Cream, Blue Berry, Berry, Rasp Berry",Ethiopia
Ethiopia | Shoondhisa,Ethiopian Landraces,"Peach, Floral, Berry, Candy, Sweet, Stone Fruit",Ethiopia
Colombia - Raul Rodriguez - El Triunfo - Washed,Pink Bourbon,"Tropical Fruit, Lychee, Berry, Brown Sugar, Caramel, Sweet",Colombia
Los Nogales Decaf Typica | Colombia,Typica,"Berry, Rasp Berry, Straw Berry, Herb",Ecuador
Diego Bermudez - Y05 Thermal Shock,Castillo,"Tropical Fruit, Lychee, Fermented, Berry, Cherry, Acid, Citrus, Sweet",Colombia
Colombia La Palma Antilano Giraldo,Castillo,"Lime, Peach, Fermented, Beer, Candy, Citrus, Sweet, Stone Fruit",Colombia
Colombia John Diaz Gesha,Gesha,"Tropical Fruit, Sugar, Floral, Vegetal, Lemon, Herb, Honey, Orange, Citrus, Sweet",Colombia
Colombia Letty Bermudez Gesha Thermal Shock,Gesha,"Rose, Tropical Fruit, Peach, Floral, Jasmine, Sweet, Herb, Tea, Mango, Earthy, Stone Fruit",Colombia
August Burns Red,"Sl28, Sl34, Batian, Ruiru 11","Tropical Fruit, Nectarine, Clove, Melon, Spice, Honey, Stone Fruit",Kenya
"Mamuto Peaberry Medium, Kenya",Sl28,"Black Berry, Dark Chocolate, Plum, Berry, Chocolate, Stone Fruit",Costa Rica
"Ethiopia, Yukro",Gibirinna 74110 & Serto 74112,"Plum, Berry, Citrus, Tea, Stone Fruit",Ethiopia
"Martin Ureña, La Chumeca Geisha",Geisha,"Tropical Fruit, Fermented, Rum, Spice, Apple",Panama
"Ethiopia Gure Kesso Espresso, Washed 74112",74112,"Acid, Lime, Straw Berry, Plum, Berry, Bran, Citrus, Stone Fruit",Ethiopia
"Colombia Yuri Ordoñez, Washed Pink Bourbon",Pink Bourbon,"Black Berry, Lime, Floral, Berry, Citrus, Sweet",Colombia
"Ethiopia Buncho, Honey 74158",74158,"Tropical Fruit, Acid, Nectarine, Stone Fruit, Apricot, Jam, Bran, Citrus, Sweet, Blood Orange",Ethiopia
Ethiopia - Gutiti | Natural,Kurume,"Tropical Fruit, Dried Fruit, Straw Berry, Date, Blue Berry, Berry, Red Grape, Orange, Citrus",Ethiopia
"Buncho, Ethiopia",Ethiopian Heirlooms,"Tropical Fruit, Peach, Melon, Tea, Stone Fruit",Ethiopia
"Guji Masina Lot 0423, Ethiopia, CM Washed",Ethiopian Heirlooms,"Nut, Floral, Jasmine, Caramel, Tea, Sweet, Stone Fruit",Ethiopia
El Salvador Santa Petrona,Red Bourbon,"Nut, Tropical Fruit, Pecan, Berry, Cherry",Rwanda
"Ethiopia, Chelchele - Espresso",Ethiopian Heirlooms,"Nut, Floral, Jasmine, Praline, Blue Berry, Berry, Caramel, Tea",Ethiopia
LA PALMA & EL TUCÁN SPECIAL DROP,Gesha,"Pomegranate, Straw Berry, Berry",Colombia
David Berrio LA CASITA - LATE HARVEST CHIROSO - WASHED Colombia,Chiroso,"Peach, Berry, Acid, Sweet, Stone Fruit",Colombia
Abelardo Medina EL GIRASOL PINK BOURBON - WASHED Colombia,Pink Bourbon,"Bourbon, Floral, Lemon, Blue Berry, Berry, Citrus, Sweet",Colombia
Bolivia Lucia Mamani,Caturra,"Dark Chocolate, Peach, Sugar, Sweet Cream, Chocolate, Stone Fruit",Colombia
Fernando Elias,Milenio,"Nut, Tropical Fruit, Hazel Nut, Grape, Apple",Costa Rica
Jhonnathan Camacho / Milenio,Mixed,"Apple, Sugar, Sweet",Colombia
Asefa Dukamo Korma / Buncho,Ethiopian Heirlooms,"Fermented, Pear, Berry, Acid, Caramel, Rasp Berry",Ethiopia
COLOMBIA | Gaitania | Caturra & Typica | Washed,Caturra & Typica,"Nut, Nougat, Sweet Cream, Milk Chocolate, Stone Fruit",Colombia
"Finca El Higuerón - Colombia, natural",Colombia,"Cherry, Berry, Tropical Fruit, Citrus",Colombia
"Hachi Parainema - Panama, washed",Parainema,"Fermented, Beer, Herb, Citrus, Earthy",Honduras
Costa Rica | Finca Toño | Villa Sarchi | Natural,Villa Sarchi,"Currant, Sweet, Plum, Berry, Vanilla, Tea, Stone Fruit",Costa Rica
Honduras | Fernandez Bros. | Pacas & Catuai | Washed,Pacas & Catuai,"Vanilla, Brown Sugar, Caramel, Apple, Sweet, Spice",Honduras
Guatemala | El Paraiso | Bourbon & Caturra | Washed,Bourbon & Caturra,"Peach, Chocolate, Berry, Tea, Stone Fruit",Guatemala
Costa Rica | Finca Matilde | San Roque | Natural,San Roque,"Dark Chocolate, Currant, Plum, Berry, Chocolate, Cherry, Stone Fruit",Costa Rica
Panama | Mi Finquita | Caturra | Natural,Caturra,"Currant, Chocolate, Berry, Red Grape, Brown Sugar, Caramel, Sweet",Colombia
El Salvador | El Manzano | Bourbon | Natural,Bourbon,"Chocolate, Straw Berry, Sweet, Berry",Rwanda
Siempre Verde La Esperanza - Ecuador,"Typica Mejorado, Red Caturra","Tropical Fruit, Orange, Toffee, Caramel, Citrus, Apple",Ecuador
Janson Lot 516 | Los Alpes Estate | Washed Gesha,Gesha,"Green Apple, Nectarine, Floral, Jasmine, Spice, Tea, Sweet, Stone Fruit",Colombia
"Vanessa Moreno - Brazil, Alta Mogiana",Catucai,"Nut, Tropical Fruit, Marzipan, Orange, Citrus, Sweet",Brazil
luz helena pink bourbon,Pink Bourbon,"Citrus, Floral",Colombia
bolivia private collection auction waliki rosa,Gesha,"Pomegranate, Floral, Flower, Bergamot, Citrus",Colombia
paolo truijilo washed wush wush,Wush Wush,"Floral, Sweet, Vanilla",Colombia
CHINA Yunnan YUAN YI YUAN Yeast Fermentation Honey,Catimor P4 7963,"Tropical Fruit, Wine, Peach, Floral, Lychee, Jasmine, Fermented, Sweet, Apple, Tea, Stone Fruit",China
COLOMBIA La Zarza by Gasca Pacamara Fermented Washed,Pacamara,"Tropical Fruit, Floral, Flower, Grape Fruit, Citrus, Apple, Mango, Stone Fruit",El Salvador
"Kii, Kenya","Sl28, Sl34, Ruiru 11, Batian","Floral, Berry, Apricot, Honey, Rasp Berry, Sweet, Stone Fruit",Kenya
"Finca Sampedroyuc, Peru, Washed",Caturra,"Caramel, Apple, Raisin, Dried Fruit",Colombia
"Gargari Hamerawe, Ethiopia, Supernatural",Ethiopian Heirlooms,"Dark Chocolate, Plum, Chocolate, Grape Fruit, Citrus, Stone Fruit",Ethiopia
Ethiopia Elto Coffee Sidama Bare 74158 Natural Lot 23,74158,"Nectarine, Blue Berry, Berry, Tea, Stone Fruit",Ethiopia
"Costa Rica Don Eli Catuai ""Yabai"" Extended Fermented Natural",Catuai,"Prune, Dried Fruit, Plum, Chocolate, Cocoa Nib, Sweet, Stone Fruit",Costa Rica
Elto Coffee Sidama Hamasho Gango Village 74158 72hrs Anaerobic Natural Lot 118,74158,"Tropical Fruit, Acid, Cider, Blue Berry, Berry, Spice, Bran, Orange, Citrus, Apple, Sweet",Ethiopia
Keramo,Ethiopian Landraces,"Tropical Fruit, Citrus, Apple",Ethiopia
Las Perlitas 3.0,"Pink Bourbon, Caturra","Currant, Floral, Fermented, Berry, Sweet",Colombia
Finca El Espejo,Pink Bourbon,"Pomegranate, Chocolate, Berry, Jam, Rasp Berry, Sweet",Colombia
Kainamui,"Batian, Ruiru 11, Sl28","Grape, Currant, Berry",Kenya
"Colombia - Finca La Fuente ""Pink Bourbon"" 250g",Pink Bourbon,Berry,Colombia
Mount Totumas [Geisha Lavé],Geisha,"Floral, Jasmine, Bergamot, Citrus, Tea",Panama
El Injerto [Las Macadamias Geisha],Geisha,"Floral, Jasmine, Berry, Citrus, Tea",Panama
GUATEMALA YONNY MARTINEZ,"San Ramón, Costa Rica, Pacamara, Catuaí","Tropical Fruit, Sweet Cream, Marsh Mallow, Herb, Orange, Citrus",Guatemala
"Ndaroini AA | Nyeri, Kenya","Sl28, Sl34","Berry, Tea, Currant",Kenya
"Mauricio Montanchez ~ Pink Bourbon | Huila, Colombia",Pink Bourbon,"Sweet Cream, Lemon, Vanilla, Honey, Citrus",Colombia
"Tebe Melge ~ Natural | Guji, Ethiopia",Ethiopian Landraces,"Tropical Fruit, Water Melon, Sweet Cream, Straw Berry, Berry, Citrus, Blood Orange",Ethiopia
"Miravalles Sampacho, El Salvador",Sampacho,"Nut, Sugar, Hazel Nut, Spice, Honey, Apple, Sweet",El Salvador
"Zoquiapam, Mexico 250g","Typica, Bourbon, Mundo Novo","Sugar, Floral, Sweet Cream, Dried Fruit, Fermented, Grape, Berry, Cherry, Acid, Raisin, Spice",Mexico
"Gargari Lot 0723, Ethiopia, CM Natural Amber",Ethiopian Heirlooms,"Dried Fruit, Chocolate, Grape Fruit, Citrus, Raisin",Ethiopia
227 China Yunnan Dehong Yeast Fermentation Honey,Catimor P4 7963,"Tropical Fruit, Wine, Peach, Lychee, Fermented, Herb, Tea, Stone Fruit",China
ASOPROAAA Black Honey,Catuai And Caturra,"Cream, Toffee, Berry, Milk Chocolate, Cherry, Caramel",Costa Rica
Gachatha Espresso,"Sl28, Sl34, Ruiru 11 & Batian","Rose, Floral, Rhubarb, Vegetal, Acid",Kenya
MashaBURUNDI,Red Bourbon,"Green Apple, Sweet, Vanilla",Rwanda
Our Seasonal Blend,,"Green Apple, Floral, Blue Berry, Berry, Tea",Ethiopia
Duncan Lot 2004,Gesha,"Tropical Fruit, Sweet, Water Melon",Colombia
Chombi Plot,Gesha,"Berry, Straw Berry, Floral",Colombia
Mate Matiwos,74158,"Tropical Fruit, Lychee, Straw Berry, Berry, Candy, Sweet",Ethiopia
Ethiopia - Dhilgee Chelbesa ORGANIC,"Kurume, Dega","Grape Fruit, Lychee, Tropical Fruit, Citrus",Ethiopia
Kenya - Karimikui 250g,"Sl28, Sl34, Batian, Ruiru 11","Berry, Floral",Kenya
Panama Altieri Geisha Natural Anaerobic Slow Dry Ale Lot 90+ Light Roast,Ethiopian Heirlooms,"Apricot, Peach, Stone Fruit",Ethiopia
"ARBEGONA BORETA, Washed",74158,"Floral, Jasmine, Fermented, Vegetal, Lemon, Berry, Herb, Citrus, Tea, Stone Fruit",Ethiopia
"Santa Gertrudis, Ecuador, Yeast Inoculated Washed",Sidra,"Plum, Grape, Tropical Fruit, Stone Fruit",Colombia
Grape & Bubblegum,Ethiopian Heirlooms,"Tropical Fruit, Floral, Sweet, Berry, Banana, Candy, Mango, Stone Fruit",Ethiopia
Peach & Raspberry,Dega And Wolisho,"Tropical Fruit, Peach, Floral, Fermented, Sweet, Stone Fruit",Ethiopia
Dried apricot & Almonds,Bourbon,"Nut, Roasted, Fermented, Caramel, Stone Fruit",Rwanda
Ethiopia Yukro,Ethiopian Landraces,"Tropical Fruit, Floral, Apricot, Honey, Sweet, Stone Fruit",Ethiopia
Ethiopia Gore Dako,Ethiopian Landraces,"Tropical Fruit, Lavender, Peach, Water Melon, Floral, Stone Fruit",Ethiopia
Colombia Tres Dragones Filter - Single Origin,Colombia,"Tropical Fruit, Dark Chocolate, Tamarind, Chocolate, Berry, Cherry, Citrus",Colombia
Colombia Tres Dragones Natural Espresso - Single Origin,Colombia,"Tropical Fruit, Dark Chocolate, Tamarind, Chocolate, Berry, Cherry, Citrus",Colombia
Halo Beriti | Single Farmer | Washed Heirloom,Ethiopian Heirlooms,"Peach, Floral, Jasmine, Lemon, Citrus, Tea, Sweet, Stone Fruit",Ethiopia
Colombia - Granja Paraiso 92 | Anaerobic EA DECAF Caturra,Caturra,"Floral, Straw Berry, Plum, Berry, Milk Chocolate, Cream, Stone Fruit",Colombia
LA COLINA NATURAL,Caturra & Bourbon,"Nut, Tropical Fruit, Nougat, Sweet Cream, Apple",Guatemala
"Panama, Mi Finquita Typica Natural",Typica,"Tropical Fruit, Lychee, Grape, Spice, Sweet",Ecuador
El Salvador Natamaya Pacamara,Pacamara,"Pie, Lime, Sweet Cream, Dried Fruit, Pear, Berry, Cherry, Citrus",El Salvador
Rwanda Nkara 2024,Bourbon,"Lavender, Floral, Lemon, Grape Fruit, Citrus, Sweet",Rwanda
Colombia【Wush Wush】,Wush Wush,"Tropical Fruit, Water Melon, Plum, Berry, Banana, Cherry, Orange, Citrus, Mango, Stone Fruit",Colombia
Pepe Jijon,Sidra,"Tropical Fruit, Orange, Sweet Cream, Caramel, Citrus",Colombia
Karimikui AA - Kenya,"Sl28, Sl34, Batian, Ruiru","Tropical Fruit, Acid, Currant, Floral, Tea, Fermented, Berry, Brown Sugar, Bran, Caramel, Apple, Sweet",Kenya
Keramo - Ethiopia,Ethiopian Landraces,"Acid, Lime, Peach, Fermented, Lemon, Berry, Bran, Citrus, Sweet, Stone Fruit",Ethiopia
"Gagari Station - Yirgacheffe, Ethiopia",74158,"Pomegranate, Black Berry, Peach, Berry, Jam, Acid, Sweet, Stone Fruit",Ethiopia
Panama Finca Deborah Terroir,Geisha,Floral,Panama
Panama Auromar Firestone,Geisha,"Tea, Floral",Panama
224 Ethiopia Gotiti Washed,Ethiopian Heirlooms,"Peach, Floral, Sweet, Lemon, Candy, Citrus, Honey, Tea, Stone Fruit",Ethiopia
Espresso - Costa Rica - La Julia,Caturra & Catuai,"Nut, Cream, Hazel Nut, Praline, Berry, Milk Chocolate, Cherry, Caramel",Costa Rica
Brazil Celso and Gertrudes 1 kg,Catuaí,"Nut, Nougat, Sweet Cream",Costa Rica
Brazil Celso and Gertrudes,Catuaí,"Nut, Nougat, Sweet Cream",Costa Rica
Juana Gaspar,"Caturra, Bourbon, Pache Verde","Dried Fruit, Plum, Citrus, Raisin, Stone Fruit",Guatemala
Gesha Palomar Natural Carmen,Gesha,"Sorbet, Tropical Fruit, Sweet, Berry, Melon, Mango, Stone Fruit",Colombia
R04,Geisha,"Tropical Fruit, Floral, Lychee, Jasmine, Passion Fruit, Tea",Panama
J04,Ethiopian Landraces,"Tropical Fruit, Peach, Guava, Berry, Rasp Berry, Stone Fruit",Ethiopia
Takesi Peaberry,Geisha Peaberry,"Tropical Fruit, Elder Flower, Floral, Bergamot, Grape, Citrus, Sweet",Bolivia
Honduras El Puente Batian,Batian,"Tropical Fruit, Currant, Sweet, Lemon, Berry, Apricot, Honey, Orange, Citrus, Tea, Stone Fruit",Bolivia
24008_Natural_Luz_Mila_Gonzales_Colombia (UK),Caturra,"Tropical Fruit, Papaya",Colombia
24007_Washed_Luz_Mila_Gonzales_Colombia (UK),Caturra,"Black Berry, Berry, Spice, Apple, Sweet",Colombia
Perú COE #4 Finca Pedregal Geisha Washed 200g,Geisha,"Black Berry, Lavender, Prune, Floral, Sweet Cream, Dried Fruit, Bergamot, Berry, Brown Sugar, Acid, Caramel, Citrus, Tea",Panama
Perú COE #4 Finca Pedregal Geisha Washed 100g,Geisha,"Black Berry, Lavender, Prune, Floral, Sweet Cream, Dried Fruit, Bergamot, Berry, Brown Sugar, Acid, Caramel, Citrus, Tea",Panama
Coffee decaffeinated...,Pink Bourbon,"Berry, Chocolate, Dark Chocolate, Straw Berry",Colombia
Parcelles - Kenya,French Mission,"Tobacco, Herb, Brown Sugar, Caramel, Sweet, Earthy",Kenya
Parcelles - El Salvador,"Pacamara, Bourbon, Harrar, Sl28","Milk Chocolate, Cream, Spice",El Salvador
Parcelles - Ecuador,"Typica, Sidra","Stone Fruit, Citrus, Floral",Ecuador
Parcelles - Mexico,"Caturra, Typica, Bourbon","Grape, Chocolate, Citrus, Dark Chocolate",Peru
Coffee Bob-O-Link Bio,Obata,"Sweet Cream, Fermented, Chocolate, Butter, Acid, Caramel",Brazil
Coffee Boa Vista,Red Cautai,"Nut, Dried Fruit, Fermented, Praline, Chocolate Truffle, Chocolate, Apricot, Caramel, Wal Nut, Stone Fruit",Brazil
"Coffee ""10"" Blend",,"Pear, Berry, Apricot, Spice, Honey, Rasp Berry, Sweet, Stone Fruit",Ethiopia
Coffee Dipilto Viejo,Blend,"Nut, Hazel Nut, Chocolate, Dark Chocolate",Costa Rica
Coffee H3,Ethiopian Heirlooms,"Nut, Sweet Cream, Chocolate, Cocoa",Ethiopia
Coffee KSF Goma Forest,Ethiopian Heirlooms,"Nut, Dark Chocolate, Marzipan, Chocolate, Spice, Cardamom, Sweet",Ethiopia
Coffee El Cuto,"Pacas, Red Bourbon","Nut, Prune, Hazel Nut, Dried Fruit, Chocolate, Apricot, Vanilla, Sweet, Stone Fruit",El Salvador
Coffee Organic Expresso,,"Spice, Chocolate, Citrus, Sweet",Ethiopia
Coffee Classic Expresso,,"Nut, Hazel Nut, Chocolate",Ethiopia
Coffee Barista,,"Cream, Fermented, Chocolate, Cocoa, Spice",Ethiopia
Coffee decaffeinated...,Pink Bourbon,"Berry, Chocolate, Dark Chocolate, Straw Berry",Colombia
Coffee KSF Decaffeinated,Ethiopian Heirlooms,"Spice, Chocolate",Ethiopia
Coffee The Forest,,"Nut, Fermented, Praline, Chocolate, Spice, Caramel, Sweet",Ethiopia
Coffee Jaen Decaffeinated,,"Wood, Dried Fruit, Fermented, Chocolate, Cocoa",Ethiopia
Coffee 10 Blend,,"Pear, Berry, Apricot, Spice, Honey, Rasp Berry, Sweet, Stone Fruit",Ethiopia
Coffee H3,Ethiopian Heirlooms,"Nut, Sweet Cream, Chocolate, Cocoa",Ethiopia
Coffee Organic Expresso,,"Sweet Cream, Fermented, Chocolate, Spice, Citrus",Ethiopia
Coffee Classic Espresso,,"Nut, Hazel Nut, Chocolate",Ethiopia
Coffee Terrazas Del Pisque...,Sidra,"Tropical Fruit, Lime, Green Apple, Fermented, Sweet, Melon, Citrus, Tea",Colombia
Coffee Blue Mountain,Typica,"Sweet Cream, Chocolate, Tobacco, Herb, Earthy, Butter Milk",Ecuador
Coffee El Morito Geisha -...,Geisha,"Chocolate, Rasp Berry, Straw Berry, Berry",Panama
Coffee El Cerro - Natural,Geisha,"Floral, Citrus, Lemon, Chocolate, Berry, Honey, Rasp Berry, Sweet",Panama
Coffee Finca Himalaya - SL28,Sl28,"Plum, Acid, Cream, Stone Fruit",Costa Rica
Coffee La Familia Vasquez,"Caturra , Typica , Bourbon","Nectarine, Fermented, Jelly, Tea, Sweet, Stone Fruit",Mexico
Coffee Finca Soledad Sidra...,Sidra,"Floral, Pear, Flower, Plum, Sweet, Stone Fruit",Colombia
Coffee Finca Santa Maria -...,Geisha,"Acid, Chocolate, Fermented, Sweet",Panama
Coffee La Josefina - Typica...,Typica Mejorado,"Nut, Tropical Fruit, Passion Fruit, Almond, Berry, Cherry, Acid, Sweet",Ecuador
Coffee Buenos Aires -...,Maracaturra,"Tropical Fruit, Straw Berry, Passion Fruit, Chocolate, Berry",Nicaragua
Coffee Los Pirineos - Pacamara,Pacamara,"Sweet Cream, Fermented, Straw Berry, Berry, Brown Sugar, Cherry, Caramel",El Salvador
Coffee Tatmara Heirloom...,Ethiopian Heirlooms,"Nut, Currant, Fermented, Marzipan, Chocolate Truffle, Berry, Chocolate, Sweet",Ethiopia
Coffee Dukale - Alo...,Ethiopian Heirlooms,"Nut, Sweet Cream, Almond, Apricot, Milk Chocolate, Jam, Caramel, Cardamom, Spice, Stone Fruit",Ethiopia
Coffee Volcan Azul - Geisha...,Geisha,"Nut, Tropical Fruit, Berry, Cherry, Citrus, Tea, Sweet",Panama
Coffee Oreti,Sl28,"Lime, Cran Berry, Fermented, Rhubarb, Vegetal, Blue Berry, Berry, Acid, Citrus",Costa Rica
Coffee Dukale Bombe Village,Ethiopian Heirlooms,"Tropical Fruit, Lychee, Plum, Chocolate, Berry, Cocoa, Cherry, Sweet, Stone Fruit",Ethiopia
Coffee Chania Estate French...,French Mission Bourbon,"Lime, Green Apple, Citrus, Berry, Spice, Rasp Berry, Sweet",Rwanda
Coffee Volcan Azul - Typica...,Typica,"Tropical Fruit, Lime, Fermented, Rum, Lemon, Vegetal, Chocolate, Bread, Cocoa, Banana, Herb, Citrus, Sweet, Spice",Ecuador
Coffee Dukale Yirgacheffe -...,Ethiopian Heirlooms,"Citrus, Sweet, Berry, Rasp Berry, Tea",Ethiopia
Coffee KSF Old Trees,Ethiopian Heirlooms,"Nut, Dark Chocolate, Floral, Jasmine, Almond, Chocolate, Butter, Cream, Cardamom, Tea, Spice",Ethiopia
Coffee Vitali Solis - Geisha,Geisha,"Cherry, Acid, Straw Berry, Berry",Panama
Coffee Yirgacheffe Chelbesa...,Ethiopian Heirlooms,"Peach, Floral, Jasmine, Clove, Berry, Spice, Rasp Berry, Tea, Stone Fruit",Ethiopia
Café Volcan Azul - Caturra,Caturra,"Sweet Cream, Milk Chocolate, Stone Fruit",Colombia
Coffee Volcan Azul - SL28,Sl28,"Cherry, Chocolate, Berry",Costa Rica
Coffee Fazenda Ambiental...,Obata,"Chocolate, Caramel, Citrus",Brazil
Coffee Himalaya - Bourbon...,Red Bourbon,"Nut, Hazel Nut, Sweet Cream, Fermented, Chocolate, Cocoa",Rwanda
Coffee KSF Heirloom Honey,Ethiopian Heirlooms,"Tropical Fruit, Floral, Jasmine, Sweet, Berry, Candy, Tea, Mango, Stone Fruit",Ethiopia
Coffee Buenos Aires -...,"Pink Bourbon, Geisha","Chocolate, Tea",Colombia
Coffee Bob-O-Link,Obata,"Sweet Cream, Fermented, Chocolate, Butter, Caramel",Brazil
Coffee Finca Santa Maria...,"Caturra, Castillo","Acid, Chocolate, Sweet",Colombia
Coffee Volcancito,Blend,"Nut, Pomegranate, Chocolate, Candy, Citrus, Sweet",Costa Rica
Coffee Boa Vista,Red Cautai,"Nut, Dried Fruit, Fermented, Praline, Chocolate Truffle, Chocolate, Apricot, Caramel, Wal Nut, Stone Fruit",Brazil
Coffee Dipilto Viejo,Blend,"Nut, Hazel Nut, Chocolate, Dark Chocolate",Costa Rica
Coffee KSF Goma Forest,Ethiopian Heirlooms,"Spice, Fermented",Ethiopia
Coffee El Cuto,"Pacas, Red Bourbon","Nut, Prune, Hazel Nut, Dried Fruit, Chocolate, Apricot, Vanilla, Sweet, Stone Fruit",El Salvador
Coffee Yeti Village,Ethiopian Heirlooms,"Nut, Sweet Cream, Fermented, Almond, Bergamot, Chocolate, Butter, Citrus",Ethiopia
Coffee Taba Hills - Natural,Bourbon,"Nut, Sweet Cream, Milk Chocolate, Acid, Caramel",Rwanda
Coffee Guji Highland,Ethiopian Heirlooms,"Citrus, Bergamot, Brown Sugar, Spice, Caramel, Cardamom, Tea, Sweet",Ethiopia
Coffee Old Yeti,Ethiopian Heirlooms,"Nut, Sweet Cream, Almond, Apricot, Milk Chocolate, Jam, Caramel, Cardamom, Spice, Stone Fruit",Ethiopia
Coffee The Forest,,"Nut, Fermented, Praline, Chocolate, Spice, Caramel, Sweet",Ethiopia
Coffee Taba Hills - Natural...,Bourbon,"Nut, Sweet Cream, Milk Chocolate, Acid, Caramel",Rwanda
Coffee Heirloom Wallaga,Ethiopian Heirlooms,"Honey, Chocolate, Fermented, Sweet",Ethiopia
Coffee Bourbon South Huila,Pink Bourbon,"Tropical Fruit, Sweet Cream, Pear, Melon, Butter, Caramel",Colombia
Coffee Yeti Village Organic,Ethiopian Heirlooms,"Sugar, Sweet Cream, Fermented, Milk Chocolate, Acid, Honey",Ethiopia
Coffee Amazalia,Blend,"Nut, Macadamia, Sweet, Chocolate, Citrus, Tea",Costa Rica
Coffee Himalaya Bourbon...,Red Bourbon,"Nut, Hazel Nut, Sweet Cream, Fermented, Chocolate, Cocoa",Rwanda
Coffee Volcancito,Blend,"Nut, Pomegranate, Sweet Cream, Chocolate, Candy, Citrus",Costa Rica
Coffee Finca Santa Maria...,"Caturra, Castillo","Acid, Chocolate, Sweet",Colombia
Coffee Joséfina Sidra -...,Sidra,Sweet,Colombia
"Java, Red Honey, Los Pirineos, El Salvador",Java,"Floral, Berry, Red Grape, Honey, Rasp Berry, Sweet",Colombia
"Honduras, Angelical",Obata,"Caramel, Berry, Chocolate",Brazil
Ethiopia Yirgacheffe Dumerso Grade 1 Washed,Ethiopian Heirlooms,"Floral, Jasmine, Lemon, Acid, Citrus, Tea",Ethiopia
Ethiopia Guji Shakiso Heirloom natural,Ethiopian Heirlooms,"Rose, Floral, Cocoa Powder, Blue Berry, Berry, Chocolate, Herb, Cherry, Earthy",Ethiopia
"Virgen de La Nube, Ecuador, Washed",Caturra,"Tropical Fruit, Plum, Milk Chocolate, Cream, Orange, Citrus, Stone Fruit",Colombia
Santa Luz,H3,"Acid, Tropical Fruit, Fermented, Apple",Nicaragua
Deri Kidame (Natural) - Ethiopia,"Kurume, Dega, Wolisho","Tropical Fruit, Blue Berry, Berry, Melon, Cream, Honey, Citrus",Ethiopia
Espresso Rwanda Mushonyi,Red Bourbon,"Floral, Plum, Grape, Apricot, Honey, Sweet, Stone Fruit",Rwanda
El Paraiso Geisha,Geisha,"Tropical Fruit, Oat, Floral, Orange, Citrus",Panama
El Paraiso Wush Wush,Wush Wush,"Lavender, Floral, Lemon, Grape Fruit, Citrus, Sweet",Colombia
Yukro Lot 2,Gibirinna 74110 And Serto 74112,"Tropical Fruit, Floral, Jasmine, Melon, Citrus, Tea, Sweet",Ethiopia
Potosí Washed,Pink Bourbon,Tropical Fruit,Colombia
Potosí Natural XO,San Juan,"Chocolate, Cocoa",Colombia
"Finca Nejapa, Washed Elefante, El Salvador",Elefante,"Floral, Jasmine, Fermented, Berry, Chocolate, Cocoa, Tea",El Salvador
"Finca Nejapa, Washed Yellow Caturra, El Salvador",Yellow Caturra,"Nut, Peach, Hazel Nut, Milk Chocolate, Cream, Stone Fruit",Peru
Filter Burundi Masha,Red Bourbon,"Berry, Caramel",Rwanda
Omniroast Perú Albino Ibias,Gesha Inca,"Tropical Fruit, Peach, Floral, Sweet, Flower, Honey, Mango, Stone Fruit",Peru
Filter Tanzania Acacia Hills Pacamara,Pacamara,"Tropical Fruit, Floral, White Grape, Honey, Sweet",El Salvador
Kenya Kaguyu AA,,"Berry, Caramel, Currant, Floral",Ethiopia
Hacienda Carmona,Bourbon,"Sweet Cream, Pear, Chocolate, Cocoa",Rwanda
"Ecuador, Cruz Loma, Washed",Typica Mejorado / Sidra,"Cran Berry, Floral, Sweet Cream, Dried Fruit, Fermented, Berry, Apricot, Jam, Acid, Stone Fruit",Ecuador
El Placer [Cinnamon],Pink Bourbon,"Pie, Sweet Cream, Bergamot, Cinnamon, Spice, Citrus, Apple",Colombia
